p01,p03,p05,p07,p09,p10,p12,p14,p15,p16,p17,p20,p21,p23,p24,p25,p27,p28,p29,p31,p32,p33,p35,p37,p38,p39,p40,p41,p42,p43,p44,p45,p47,p48,p49,p50,p53,p54,p55,p56,p57,p58,p59,p60,p61,p63,p64,p66,p67,p69,p70,p71,p72,p75,p77,p78,p79,p80,p81,p83,p85,p86,p87,p88,p89,p90,p91,p92,p95,p96,p97,p99,p100,p101,p102,p103,p105,p106,p108,p110,p111,p114,p115,p116,p119,p120,p121,p122,p123,p124,p126,p127,p128,p130,p131,p133,p134,p135,p136,p137,p138,p141,p144,p146,p148,p149,p150,class
0,0,252,168,0,252,252,194,0,0,0,0,0,0,0,0,117,130,0,0,0,0,0,252,252,95,24,0,0,0,0,0,0,0,135,0,252,0,220,0,0,0,0,0,0,0,253,7,5,174,0,0,0,0,0,0,29,0,172,0,212,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,231,0,0,130,0,0,234,0,0,252,0,252,1
0,0,0,139,0,252,0,0,0,0,0,0,0,0,0,103,252,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,56,0,214,117,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,56,0,252,0,0,0,0,0,0,0,0,0,0,0,9,0,0,19,0,19,0
0,0,0,0,0,11,254,206,0,0,0,0,37,0,0,0,72,171,0,0,253,0,0,153,0,0,253,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,253,0,0,0,206,0,0,0,0,0,0,0,0,0,227,0,172,0,101,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,203,80,0,0,0,0,0,0,192,0,0,0,0,0,0,9,0,17,0,0,0,0,0,0,89,0,0,0
0,0,53,253,0,252,120,191,0,0,0,0,0,0,0,215,253,0,0,0,255,0,0,179,110,0,168,0,0,0,0,0,0,0,253,0,253,0,72,0,0,0,0,0,0,0,232,0,109,175,253,0,0,0,0,0,0,20,215,0,0,0,0,0,175,252,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,252,0,0,0,42,0,252,0,0,0,0,0,0,144,0,253,0,0,37,0,0,252,0,252,0
0,34,252,67,255,236,252,71,0,0,0,0,252,0,3,0,252,252,0,0,252,0,0,89,242,252,71,0,0,0,0,252,177,0,252,32,0,0,0,0,38,0,254,252,0,0,252,252,0,0,252,252,0,0,0,0,252,0,252,252,252,6,252,0,0,252,0,252,0,0,252,245,0,0,0,0,0,0,0,0,0,0,252,252,0,252,255,23,252,252,0,0,0,0,0,252,35,252,0,0,0,0,0,0,252,252,252,0
0,0,253,253,0,253,102,253,0,0,0,0,0,0,253,253,253,171,0,0,0,0,215,253,243,75,89,0,0,0,0,0,0,0,85,0,0,0,66,253,0,0,0,0,0,0,199,133,0,0,231,0,0,0,0,0,79,0,253,59,253,253,18,0,0,12,0,0,0,0,0,213,0,0,253,0,0,0,0,0,0,0,189,253,0,0,53,0,0,253,191,0,0,0,253,253,253,0,181,139,0,0,0,0,232,155,10,0
0,0,253,242,0,252,254,129,0,0,0,0,0,0,0,0,252,0,0,0,253,0,0,205,252,141,0,0,0,0,0,0,0,0,107,0,242,0,0,0,0,0,0,0,0,0,21,62,0,104,16,0,0,0,0,0,0,0,251,45,106,0,0,0,179,253,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,252,0,0,0,80,0,253,0,0,0,0,0,0,39,0,253,0,0,155,0,0,253,0,252,0
0,0,254,87,0,253,254,254,0,0,0,0,0,0,0,0,254,225,0,0,226,0,0,254,254,254,162,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,254,29,21,0,0,0,0,0,0,0,153,0,254,0,241,0,0,0,24,253,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,112,0,219,0,0,0,106,0,0,0,0,0,254,0,0,254,0,0,0,0,0,254,86,254,0
0,0,0,64,255,255,0,0,128,0,0,0,128,0,0,0,255,255,0,0,255,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,255,255,0,0,0,255,0,0,0,0,255,0,255,255,0,0,255,0,0,255,0,255,0,0,191,0,0,0,0,0,0,0,0,0,0,255,0,255,0,0,191,0,0,0,0,0,0,0,0,255,0,128,0,0,0,0,0,0,255,255,191,0
0,0,50,234,0,243,41,243,0,0,0,0,0,0,41,0,214,41,0,0,0,0,0,254,20,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,50,0,0,0,0,0,0,50,0,252,0,252,0,52,0,0,203,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,253,0,252,0,0,31,255,0,0,0,0,0,20,0,0,123,0,0,0,0,0,223,252,151,0
0,0,4,0,18,64,239,0,0,0,0,0,253,0,0,0,252,249,0,0,253,0,0,0,3,233,123,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,118,253,0,0,253,253,0,0,0,212,0,0,0,0,250,0,63,221,253,0,253,0,0,40,0,5,0,0,253,0,0,0,0,0,0,0,0,0,0,0,6,192,0,253,0,104,253,0,0,0,0,0,0,212,0,253,0,0,0,0,0,0,99,0,253,0
0,0,255,255,0,0,255,255,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,255,191,255,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,255,255,0,64,0,0,0,0,0,0,0,0,255,128,255,0,128,0,191,255,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,255,0,255,0,0,64,255,128,0,0,0,0,0,0,0,255,0,0,0,0,0,255,191,255,0
0,0,253,253,118,128,66,66,0,0,0,0,9,0,216,0,135,253,0,0,0,0,0,224,230,109,6,0,0,0,0,0,0,0,11,184,0,0,0,30,0,0,2,152,0,0,253,253,0,197,0,232,0,0,0,0,201,0,253,253,253,135,193,0,0,235,0,118,0,0,0,0,0,0,101,0,0,0,0,0,4,218,56,253,0,50,254,0,0,14,149,0,0,0,0,39,0,0,29,0,0,0,0,0,253,253,190,0
0,0,190,240,36,105,235,21,0,0,0,0,0,0,253,24,253,0,0,0,0,0,0,39,253,0,0,0,0,0,0,0,0,0,253,0,238,0,0,0,0,0,0,0,0,0,0,222,149,0,246,0,0,0,0,0,0,0,42,217,253,0,43,0,253,134,0,239,0,0,0,164,0,0,253,0,0,106,0,0,0,0,253,167,0,0,246,2,0,253,237,0,0,0,0,0,253,0,146,253,0,50,0,0,254,208,10,0
0,0,107,83,0,253,211,253,0,0,0,0,0,0,0,253,253,74,0,0,253,0,0,253,236,72,253,0,0,0,0,0,0,0,253,0,253,0,18,0,0,0,0,0,0,0,253,0,31,254,253,0,0,0,0,0,120,0,253,0,0,0,0,0,217,253,0,14,0,0,0,5,0,0,0,0,0,0,0,0,0,123,253,183,0,0,0,253,0,253,0,0,0,0,0,8,16,0,253,0,0,151,0,0,255,0,253,0
0,0,255,191,0,255,255,255,0,0,0,0,64,0,0,0,255,255,0,0,255,0,0,255,255,255,0,0,0,0,0,64,0,0,0,0,128,0,0,0,0,0,0,0,0,0,255,0,0,128,0,0,0,0,0,0,255,0,255,0,255,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,255,0,255,0,128,64,255,0,0,0,0,0,64,0,0,255,0,0,0,0,0,255,0,255,0
0,0,240,191,0,190,253,152,0,0,0,0,0,0,82,0,251,0,0,0,96,0,0,119,251,80,0,0,0,0,0,0,0,0,251,0,194,0,0,0,0,0,0,0,0,0,253,202,253,0,138,0,0,0,0,0,0,0,31,80,251,0,32,0,251,253,0,253,0,0,0,0,0,0,193,0,0,234,0,0,0,0,251,251,0,0,197,0,0,253,188,0,0,0,0,0,251,0,251,244,0,24,0,0,241,148,172,0
0,0,128,0,64,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,191,0,0,0,255,0,0,0,0,0,0,0,0,0,255,0,0,0,0,255,0,0,0,0,0,0,255,255,255,0,128,0,0,0,0,0,0,0,0,255,255,255,191,0,191,0,0,64,0,0,0,0,0,0,255,0,0,0,0,0,0,0,255,191,0,0,128,0,0,0,0,0,0,0,64,128,0,0,64,0,0,0,0,0,0,0,0,0
0,0,81,38,0,130,252,252,0,0,0,0,96,0,0,0,252,63,0,0,252,0,0,253,3,252,95,0,0,0,0,96,0,0,253,0,253,0,0,0,0,0,113,0,0,0,192,227,0,0,0,0,0,0,0,0,223,0,252,48,252,0,197,0,178,252,0,0,0,0,135,9,0,0,47,0,0,0,0,0,0,0,252,209,0,252,0,252,252,195,0,0,0,0,0,0,0,107,252,0,0,198,0,0,48,0,252,0
0,0,51,252,102,253,0,0,0,0,0,0,253,0,0,183,0,243,0,0,0,0,0,0,0,123,0,0,0,0,0,253,0,0,40,0,0,0,0,0,0,0,0,123,0,0,0,253,0,0,0,50,0,0,0,0,214,0,0,253,41,0,252,0,0,0,0,252,0,0,152,0,0,0,0,0,0,51,0,0,0,0,0,50,0,0,243,0,0,0,0,0,0,0,0,253,255,254,0,243,0,0,0,0,0,234,0,0
0,0,82,253,0,254,233,0,0,0,0,0,0,0,0,0,233,0,0,0,252,0,0,0,223,0,0,0,0,0,0,0,0,0,252,0,253,0,0,0,0,0,0,0,0,0,52,0,253,234,61,0,0,0,0,0,0,0,0,0,0,0,0,0,203,203,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,142,0,0,0,152,0,253,0,0,0,0,0,0,152,0,0,0,0,252,0,0,20,0,253,0
0,0,0,250,0,162,35,56,0,0,0,0,120,0,93,0,253,253,0,0,0,0,0,131,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,233,0,78,0,0,0,0,0,0,253,0,233,50,253,0,154,0,0,245,0,112,0,0,107,0,0,0,84,0,0,0,0,0,0,25,0,253,0,91,22,0,253,253,14,0,0,0,0,253,0,82,0,0,0,0,0,0,128,233,84,0
0,0,255,0,255,0,0,255,128,0,0,0,0,0,0,0,128,255,0,0,128,0,0,255,0,191,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,255,255,128,0,0,0,0,0,0,0,128,0,255,255,64,0,255,0,0,255,0,255,0,0,0,0,0,0,0,0,0,0,255,0,0,0,255,0,0,128,255,0,0,64,0,0,0,0,0,255,64,255,255,0,0,0,0,0,255,255,0,0
0,0,150,37,0,243,254,97,0,0,0,0,0,0,0,41,254,0,0,0,209,0,0,228,250,0,0,0,0,0,0,0,0,0,230,0,43,0,0,0,0,0,0,0,0,0,0,0,12,207,91,0,0,0,0,0,0,0,155,0,18,0,0,0,115,247,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,209,49,169,0,0,0,0,0,254,0,0,0,0,0,0,4,0,155,0,0,0,0,0,254,0,254,0
0,0,138,253,0,253,254,244,0,0,0,0,0,0,0,43,253,0,0,0,253,0,0,253,236,0,14,0,0,0,0,0,0,0,253,0,248,0,0,0,0,0,0,0,0,0,64,0,31,254,221,0,0,0,0,0,2,0,194,0,0,0,0,0,243,253,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,253,0,0,0,75,0,208,0,0,0,0,0,0,23,0,253,0,0,100,0,0,255,0,253,0
0,0,254,254,0,254,231,220,0,0,0,0,0,0,0,52,254,0,0,0,103,0,0,239,254,246,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,19,0,23,0,0,0,0,0,0,0,0,222,0,231,0,0,0,11,121,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,254,0,75,0,0,0,254,0,0,0,0,0,0,129,0,254,0,0,0,0,0,255,0,44,0
0,0,253,232,68,252,255,218,0,0,0,0,0,0,252,7,252,0,0,0,0,0,0,169,252,239,0,0,0,0,0,0,0,0,253,0,85,0,0,0,0,0,0,0,0,0,190,252,61,43,224,0,0,0,0,0,0,0,82,245,252,0,155,0,153,253,0,127,0,0,0,0,0,0,252,0,0,60,0,0,0,0,253,252,0,70,247,0,0,253,231,0,0,0,0,51,233,0,253,51,0,22,0,0,253,252,226,0
0,0,0,0,0,171,225,0,0,0,0,0,252,0,0,0,196,229,0,0,252,0,0,29,0,25,196,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,144,252,0,0,253,197,0,0,0,226,0,0,0,0,252,0,169,0,252,0,198,0,0,178,0,89,0,0,76,0,0,0,0,0,0,0,0,0,0,23,0,172,0,151,0,0,252,31,0,0,0,0,0,253,0,101,0,0,0,0,0,0,234,196,252,0
0,0,95,0,255,0,0,253,0,0,0,0,0,0,96,0,0,104,0,0,128,0,0,234,0,253,174,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,217,225,253,0,9,0,0,0,0,0,0,0,0,253,14,35,253,0,33,0,0,250,0,0,41,0,0,0,0,0,0,0,0,0,0,0,253,253,0,241,231,0,0,0,0,0,0,0,0,253,0,251,253,0,0,0,0,0,110,225,219,0
0,0,0,0,115,0,204,4,0,0,0,0,0,0,241,0,0,0,0,0,34,0,0,0,20,0,67,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,69,223,213,0,215,0,0,0,0,0,0,0,0,252,84,254,125,0,139,0,0,254,0,0,0,71,0,0,130,0,0,0,0,0,0,0,51,55,0,0,196,0,0,0,0,0,0,0,13,102,0,0,46,0,0,0,0,0,0,0,0,0
0,0,223,252,0,249,252,252,0,0,0,0,0,0,0,0,45,57,0,0,0,0,0,252,247,26,0,0,0,0,0,0,0,0,253,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,125,0,252,0,214,0,0,0,0,200,0,252,0,0,0,91,0,0,0,0,0,0,0,0,0,0,252,100,0,100,0,0,0,252,99,0,0,0,0,21,0,0,219,0,0,0,0,0,58,69,252,0
0,0,253,253,238,252,0,253,51,0,0,0,0,0,252,0,252,168,0,0,0,0,0,252,74,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,210,252,255,253,0,0,0,0,0,0,118,0,252,253,252,0,252,0,165,253,0,252,0,0,0,0,0,0,252,0,0,253,238,0,0,253,0,0,0,252,252,0,178,253,99,0,0,0,0,252,252,63,253,199,0,0,0,0,253,252,0,0
0,0,253,253,0,241,253,253,0,0,0,0,0,0,107,0,253,69,0,0,75,0,0,253,253,253,211,0,0,0,0,0,0,0,214,0,236,0,0,0,0,0,0,0,0,0,253,158,253,166,0,0,0,0,0,0,93,0,253,103,254,0,0,0,253,253,0,253,0,0,0,0,0,0,107,0,0,0,0,0,0,116,86,253,0,253,0,0,13,120,0,0,0,0,0,221,0,0,253,0,0,205,0,0,253,255,253,0
0,0,84,163,252,252,0,252,253,0,0,0,220,0,38,0,252,255,0,0,253,0,0,253,15,252,130,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,129,0,0,253,252,0,0,0,196,0,0,0,0,252,0,252,252,112,0,252,0,7,253,0,253,0,0,198,0,0,0,0,0,0,38,192,0,0,0,88,252,0,252,252,110,176,253,0,0,0,0,0,252,53,252,252,0,0,0,0,0,253,252,252,0
0,0,0,173,0,253,224,243,0,0,0,0,61,0,0,0,254,203,0,0,51,0,0,254,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,172,0,0,10,0,0,0,0,0,0,252,0,243,0,203,0,0,0,0,172,0,203,0,0,0,0,0,0,0,0,0,0,0,0,11,254,0,92,0,212,0,0,254,21,0,0,0,0,0,122,0,0,41,0,0,0,0,0,82,50,252,0
0,0,254,0,0,0,202,254,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,254,254,250,254,0,0,0,249,0,0,0,0,0,199,0,213,0,0,0,0,0,14,0,210,0,159,0,0,0,0,0,0,0,25,0,185,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,196,0,0,165,0,0,1
0,0,145,253,0,253,253,68,0,0,0,0,240,0,64,0,0,254,0,0,0,0,0,19,243,157,0,0,0,0,0,253,0,0,171,0,0,0,0,0,0,0,0,53,0,0,0,31,0,0,0,53,0,0,0,0,253,0,25,0,241,0,0,0,0,111,0,178,0,0,0,0,0,0,57,0,0,0,0,0,0,0,9,229,0,253,0,0,144,253,199,0,0,0,0,253,19,0,0,0,0,0,0,0,0,186,253,0
0,0,254,7,0,149,225,186,0,0,0,0,0,0,0,125,252,0,0,0,252,0,0,252,252,252,252,0,0,0,0,0,0,0,241,0,252,0,0,0,0,0,79,0,0,0,252,0,104,0,115,0,0,0,0,0,50,0,254,0,0,0,13,0,253,194,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,229,0,0,253,0,252,252,44,0,0,0,0,0,0,0,255,252,0,0,252,0,0,253,0,29,0
0,0,253,186,0,253,220,175,0,0,0,0,0,0,0,57,253,0,0,0,253,0,0,176,253,172,253,0,0,0,0,0,0,0,202,0,253,0,0,0,0,0,0,0,0,0,253,0,54,25,11,0,0,0,0,0,0,0,194,0,0,0,0,0,248,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,55,0,0,5,0,231,0,253,0,0,0,0,0,0,0,0,253,0,0,81,0,0,255,0,201,0
0,0,0,0,0,0,249,254,0,0,0,0,231,0,0,0,254,139,0,0,254,0,0,254,8,0,0,0,0,0,0,154,0,0,0,0,254,0,0,0,0,0,254,0,0,0,180,153,0,0,0,0,0,0,0,0,254,0,254,0,254,0,153,0,71,235,0,0,0,0,159,0,0,0,0,0,0,0,0,0,186,63,29,173,0,3,0,254,254,53,0,0,0,0,0,0,0,153,254,0,0,106,0,0,110,0,254,0
0,0,254,0,0,39,254,254,0,0,0,0,0,0,0,0,254,39,0,0,104,0,0,254,254,254,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,63,0,0,0,0,0,0,0,0,39,0,250,0,243,0,0,0,12,254,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,144,0,254,0,0,147,254,0,0,0,0,0,125,0,0,254,0,0,0,0,0,254,75,254,0
0,0,61,254,118,216,0,254,0,0,0,0,0,0,254,0,234,61,0,0,0,0,199,254,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,254,254,221,0,0,0,0,0,0,0,39,0,213,254,87,240,254,0,120,254,0,0,0,0,8,0,0,0,208,0,0,0,0,0,0,0,0,41,0,254,118,0,77,189,245,0,0,0,183,254,29,230,254,0,0,0,0,0,254,174,0,0
0,0,253,252,0,252,253,240,0,0,0,0,0,0,97,0,252,0,0,0,252,0,0,58,252,252,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,226,227,253,237,0,0,0,0,0,0,0,0,37,0,252,0,54,0,252,252,0,252,0,0,0,0,0,0,56,0,0,0,0,0,0,51,0,252,0,156,0,123,0,252,53,0,0,0,0,0,144,0,253,0,0,182,0,0,252,220,252,0
0,0,253,253,1,253,253,253,0,0,0,0,3,0,0,9,253,111,0,0,253,0,0,253,253,251,0,0,0,0,0,0,0,0,253,0,42,0,0,0,0,0,0,0,0,0,253,197,135,228,253,0,0,0,0,0,117,0,253,78,253,0,134,0,62,253,0,253,0,0,0,246,0,0,0,0,0,0,0,0,0,36,253,253,0,134,180,42,0,253,0,0,0,0,0,58,253,0,253,85,0,0,0,0,253,179,253,0
0,0,176,191,0,176,32,173,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,185,182,136,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,32,0,0,0,0,0,0,0,0,106,0,0,0,0,0,9,254,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,254,0,0,0,0,0,201,0,0,0
0,0,76,169,0,82,253,43,0,0,0,0,0,0,252,0,158,0,0,0,0,0,253,13,252,0,56,0,0,0,0,0,0,0,253,0,19,0,0,139,0,0,0,0,0,0,138,0,252,0,208,0,0,0,0,0,0,0,0,0,76,40,0,0,252,254,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,253,253,0,0,13,0,0,253,252,0,0,0,177,0,253,0,194,192,0,0,0,0,38,253,228,0
0,0,20,231,0,162,25,245,0,0,0,0,35,0,90,0,161,175,0,0,0,0,0,212,0,253,0,0,0,0,0,67,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,32,0,0,0,0,0,176,0,249,241,253,0,253,0,0,197,0,253,0,0,61,0,0,0,23,0,0,0,0,0,0,0,62,253,0,253,0,0,128,253,84,0,0,0,0,163,108,214,75,0,0,0,0,0,41,238,103,0
0,0,253,184,0,253,254,253,0,0,0,0,0,0,0,31,253,23,0,0,174,0,0,253,233,253,97,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,253,136,0,254,226,0,0,0,0,0,13,0,253,28,249,0,0,0,99,253,0,250,0,0,0,253,0,0,0,0,0,0,0,0,0,60,156,253,0,253,0,0,150,253,0,0,0,0,0,204,82,25,253,0,0,0,0,0,253,174,253,0
0,0,106,80,0,5,157,14,0,0,0,0,0,0,0,253,253,0,0,0,0,0,0,8,253,0,0,0,0,0,0,0,0,0,253,0,196,0,119,0,0,0,0,0,0,0,0,74,180,0,254,0,0,0,0,0,0,0,0,31,181,0,0,0,240,118,0,224,0,0,0,68,0,0,23,0,0,112,0,0,0,0,253,116,0,0,62,0,0,254,253,0,0,0,0,0,211,0,185,253,0,0,0,0,151,47,0,0
0,0,253,43,0,253,85,195,0,0,0,0,60,0,0,0,228,223,0,0,219,0,0,219,253,253,0,0,0,0,0,16,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,253,10,0,0,0,0,253,0,253,123,253,0,187,0,0,115,0,235,0,0,0,237,0,0,0,0,0,0,0,0,0,0,253,253,0,190,153,0,0,253,0,0,0,0,0,235,237,8,28,0,0,0,0,0,115,115,209,0
0,0,254,46,0,254,0,115,0,0,0,0,0,0,0,0,241,0,0,0,138,0,0,211,254,210,243,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,207,0,0,32,0,0,0,0,0,0,0,0,254,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,254,0,232,11,0,0,0,0,0,0,0,0,0,254,0,0,70,0,0,26,0,0,0
0,0,30,253,0,222,193,209,0,0,0,0,0,0,0,0,244,61,0,0,0,0,0,211,57,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,46,31,0,0,0,0,0,0,0,0,111,0,241,0,241,0,0,0,0,253,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,175,0,253,0,0,50,206,0,0,0,0,0,18,0,0,71,0,0,0,0,0,79,18,253,0
0,0,0,0,0,0,0,129,0,0,221,0,73,0,10,0,0,200,0,0,7,0,0,254,0,0,195,0,0,0,0,0,0,102,0,0,0,0,0,0,0,11,0,0,0,0,210,254,0,0,0,0,0,0,0,0,242,0,254,87,37,0,254,0,254,0,0,141,0,0,0,47,0,0,5,0,0,0,0,0,0,0,0,45,0,0,0,126,0,0,0,0,0,0,0,213,0,62,194,0,0,239,136,0,227,254,228,1
0,0,252,0,225,85,0,252,0,0,0,0,0,0,158,239,252,204,0,0,0,0,0,253,6,252,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,38,217,0,0,15,0,0,0,0,0,167,0,252,252,37,0,252,0,0,241,0,253,0,0,0,0,0,0,50,0,0,253,51,0,0,0,112,0,0,234,252,0,0,253,0,0,0,0,0,252,252,0,215,178,0,0,0,0,253,205,0,0
0,0,199,0,0,0,11,134,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,187,72,251,179,0,0,0,57,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,35,217,254,0,0,0,0,0,0,0,0,0,0,116,254,219,31,0,241,0,0,21,0,0,0,0,0,0,15,0,0,0,0,0,0,254,0,22,0,228,119,95,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,1
0,0,253,253,4,253,187,253,0,0,0,0,0,0,253,0,129,3,0,0,0,0,0,215,253,146,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,253,228,253,118,0,0,0,0,0,0,0,0,96,175,253,0,49,0,248,253,0,236,0,0,0,0,0,0,253,0,0,240,0,9,0,0,17,183,0,23,234,0,0,129,253,0,0,0,0,112,253,0,253,141,0,0,0,0,253,253,0,0
0,0,143,0,0,0,252,181,0,0,0,0,148,0,0,0,252,252,0,0,252,0,0,253,0,253,77,0,0,0,0,154,0,0,221,0,0,0,0,0,0,0,253,0,0,0,252,182,0,0,46,0,0,0,0,0,253,0,253,0,253,0,181,0,0,253,0,125,0,0,252,0,0,0,0,0,0,0,0,0,0,0,252,253,0,252,0,31,252,210,0,0,0,0,0,255,0,191,37,0,0,0,0,0,253,35,253,0
0,0,0,123,255,7,0,193,0,0,0,0,19,0,252,0,252,252,0,0,0,0,104,252,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,252,9,0,0,0,216,0,0,0,9,0,0,0,0,234,0,252,253,0,131,219,0,0,244,0,0,0,0,229,0,0,0,252,0,0,0,0,0,13,128,0,240,0,101,236,0,252,252,134,0,0,0,131,252,41,252,147,0,0,0,0,0,212,154,56,0
0,0,0,0,0,0,114,198,0,0,0,0,29,0,0,0,0,0,0,0,57,255,0,86,0,0,226,0,0,0,0,0,0,114,0,0,0,0,170,0,0,0,0,0,0,0,0,170,255,0,57,0,0,0,0,0,57,0,170,0,255,0,170,0,86,0,0,57,0,0,255,255,0,0,0,0,0,0,0,0,57,0,57,0,0,0,0,0,0,0,0,0,0,0,0,29,0,255,255,0,0,0,226,0,255,86,86,1
0,0,185,0,0,0,253,100,0,0,0,0,155,0,0,0,253,253,0,0,224,0,0,152,185,253,93,0,0,0,0,90,0,0,104,0,0,0,0,0,0,0,3,3,0,0,238,50,0,0,0,3,0,0,0,0,253,0,249,0,253,0,5,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,245,143,0,253,0,196,53,135,0,0,0,0,0,253,0,0,32,0,0,0,0,0,236,0,253,0
0,0,0,0,0,72,0,0,0,0,0,0,253,0,0,0,150,231,0,0,137,0,0,0,0,50,0,0,0,0,0,253,0,0,50,0,0,0,0,0,0,0,12,180,0,0,0,219,0,0,133,46,0,0,0,0,167,0,0,183,12,0,253,0,0,166,0,11,0,0,86,37,0,0,0,0,0,0,0,0,0,0,249,170,0,178,16,0,175,253,0,0,0,0,0,253,12,236,0,0,0,0,0,0,0,2,0,0
0,0,254,254,0,254,254,255,0,0,0,0,47,0,252,0,254,246,0,0,0,0,0,254,254,254,0,0,0,0,0,17,0,0,213,0,0,0,54,0,0,0,0,0,0,0,3,102,0,0,16,0,0,0,0,0,247,0,254,172,254,0,41,0,0,254,0,254,0,0,0,0,0,0,254,0,0,0,0,0,0,0,65,254,0,224,0,0,0,254,254,0,0,0,0,171,172,0,203,0,0,0,0,0,254,254,254,0
0,0,190,0,255,0,0,253,0,0,0,0,0,0,0,0,117,253,0,0,185,0,0,253,0,105,17,0,0,0,0,0,0,0,162,190,0,0,0,0,0,0,228,42,0,0,253,225,27,0,0,96,0,0,0,0,220,0,240,253,14,0,253,0,0,160,0,231,0,0,229,0,0,0,0,0,0,0,0,0,0,0,162,253,0,207,164,0,253,0,0,0,0,0,0,253,0,253,224,0,0,0,0,0,253,253,176,0
